,cmdt_zone,year,average_yield,min_yield,max_yield,stdeviation_yield,coefiscient_variation_yield
740,Sikasso,2002,1971.2,1637.0,2383.0,332.583373,16.87212728
741,Sikasso,2003,2377.99893,2182.98636,2598.053014,185.1937716,7.787798779
742,Sikasso,2004,2135.481009,1748.453337,2425.938804,277.0614557,12.97419431
743,Sikasso,2005,2011.410585,1800.012558,2388.003695,225.2167354,11.19695486
744,Sikasso,2006,2327.6312,2154.813391,2439.060516,109.9817889,4.725052185
745,Sikasso,2007,2115.336573,1726.226576,2574.080772,329.8813783,15.5947466
746,Sikasso,2008,2026.733293,1675.367822,2345.753507,240.5574387,11.86922026
747,Sikasso,2009,2333.247353,2216.470827,2531.59472,122.8105174,5.263501844
748,Sikasso,2010,2407.554099,1977.454545,2677.351129,285.2725505,11.84906086
749,Sikasso,2011,2216.738897,1906.524064,2563.772512,234.9515162,10.59897115
750,Sikasso,2012,2454.479532,1855.523627,2948.414787,418.7480975,17.06056588
751,Sikasso,2013,2311.306574,2123.497268,2474.382986,153.4286399,6.638177802
752,Sikasso,2014,2638.154769,2495.156522,2932.729258,173.5878962,6.579898128
753,Sikasso,2015,2710.983563,2514.635258,2951.583333,165.7402481,6.113657431
754,Sikasso,2016,2760.413792,2674.439024,2957.521008,116.1253446,4.206809317
755,Sikasso,2017,2224.126204,2031.383627,2343.835616,132.1211337,5.940361361
756,Sikasso,1990,2352.4,1898.0,2979.0,417.5264064,17.74895453
757,Sikasso,1991,2655.0,2372.0,3110.0,300.0383309,11.30087875
758,Sikasso,1992,2464.8,2005.0,3043.0,372.8400461,15.12658415
759,Sikasso,1993,2261.596177,1716.042403,2867.977007,480.8059631,21.25958507
760,Sikasso,1994,2180.606278,1903.978631,2664.715958,294.1793404,13.49071327
761,Sikasso,1995,2258.147429,1948.677249,2774.949378,308.9572888,13.68189184
762,Sikasso,1996,2290.374274,1843.892086,2895.034569,379.0825836,16.55111953
763,Sikasso,1997,2401.999062,2201.999572,2703.001857,201.5020218,8.38893008
764,Sikasso,1998,2187.8,1833.0,2635.0,312.3991037,14.2791436
765,Sikasso,1999,2358.209046,1995.009194,2617.988739,233.829378,9.915549189
766,Sikasso,2000,,,,,
767,Sikasso,2001,,,,,
768,Sikasso,2002,1971.2,1637.0,2383.0,332.583373,16.87212728
769,Sikasso,2003,2377.99893,2182.98636,2598.053014,185.1937716,7.787798779
770,Sikasso,2004,2135.481009,1748.453337,2425.938804,277.0614557,12.97419431
771,Sikasso,2005,2011.410585,1800.012558,2388.003695,225.2167354,11.19695486
772,Sikasso,2006,2327.6312,2154.813391,2439.060516,109.9817889,4.725052185
773,Sikasso,2007,2115.336573,1726.226576,2574.080772,329.8813783,15.5947466
774,Sikasso,2008,2026.733293,1675.367822,2345.753507,240.5574387,11.86922026
775,Sikasso,2009,2333.247353,2216.470827,2531.59472,122.8105174,5.263501844
776,Sikasso,2010,2407.554099,1977.454545,2677.351129,285.2725505,11.84906086
777,Sikasso,2011,2216.738897,1906.524064,2563.772512,234.9515162,10.59897115
778,Sikasso,2012,2454.479532,1855.523627,2948.414787,418.7480975,17.06056588
779,Sikasso,2013,2311.306574,2123.497268,2474.382986,153.4286399,6.638177802
780,Sikasso,2014,2638.154769,2495.156522,2932.729258,173.5878962,6.579898128
781,Sikasso,2015,2710.983563,2514.635258,2951.583333,165.7402481,6.113657431
782,Sikasso,2016,2760.413792,2674.439024,2957.521008,116.1253446,4.206809317
783,Sikasso,2017,2224.126204,2031.383627,2343.835616,132.1211337,5.940361361
784,Sikasso,1990,2352.4,1898.0,2979.0,417.5264064,17.74895453
785,Sikasso,1991,2655.0,2372.0,3110.0,300.0383309,11.30087875
786,Sikasso,1992,2464.8,2005.0,3043.0,372.8400461,15.12658415
787,Sikasso,1993,2261.596177,1716.042403,2867.977007,480.8059631,21.25958507
788,Sikasso,1994,2180.606278,1903.978631,2664.715958,294.1793404,13.49071327
789,Sikasso,1995,2258.147429,1948.677249,2774.949378,308.9572888,13.68189184
790,Sikasso,1996,2290.374274,1843.892086,2895.034569,379.0825836,16.55111953
791,Sikasso,1997,2401.999062,2201.999572,2703.001857,201.5020218,8.38893008
792,Sikasso,1998,2187.8,1833.0,2635.0,312.3991037,14.2791436
793,Sikasso,1999,2358.209046,1995.009194,2617.988739,233.829378,9.915549189
794,Sikasso,2000,,,,,
795,Sikasso,2001,,,,,
796,Sikasso,2002,1971.2,1637.0,2383.0,332.583373,16.87212728
797,Sikasso,2003,2377.99893,2182.98636,2598.053014,185.1937716,7.787798779
798,Sikasso,2004,2135.481009,1748.453337,2425.938804,277.0614557,12.97419431
799,Sikasso,2005,2011.410585,1800.012558,2388.003695,225.2167354,11.19695486
800,Sikasso,2006,2327.6312,2154.813391,2439.060516,109.9817889,4.725052185
801,Sikasso,2007,2115.336573,1726.226576,2574.080772,329.8813783,15.5947466
802,Sikasso,2008,2026.733293,1675.367822,2345.753507,240.5574387,11.86922026
803,Sikasso,2009,2333.247353,2216.470827,2531.59472,122.8105174,5.263501844
804,Sikasso,2010,2407.554099,1977.454545,2677.351129,285.2725505,11.84906086
805,Sikasso,2011,2216.738897,1906.524064,2563.772512,234.9515162,10.59897115
806,Sikasso,2012,2454.479532,1855.523627,2948.414787,418.7480975,17.06056588
807,Sikasso,2013,2311.306574,2123.497268,2474.382986,153.4286399,6.638177802
808,Sikasso,2014,2638.154769,2495.156522,2932.729258,173.5878962,6.579898128
809,Sikasso,2015,2710.983563,2514.635258,2951.583333,165.7402481,6.113657431
810,Sikasso,2016,2760.413792,2674.439024,2957.521008,116.1253446,4.206809317
811,Sikasso,2017,2224.126204,2031.383627,2343.835616,132.1211337,5.940361361
812,Sikasso,1990,2352.4,1898.0,2979.0,417.5264064,17.74895453
813,Sikasso,1991,2655.0,2372.0,3110.0,300.0383309,11.30087875
814,Sikasso,1992,2464.8,2005.0,3043.0,372.8400461,15.12658415
815,Sikasso,1993,2261.596177,1716.042403,2867.977007,480.8059631,21.25958507
816,Sikasso,1994,2180.606278,1903.978631,2664.715958,294.1793404,13.49071327
817,Sikasso,1995,2258.147429,1948.677249,2774.949378,308.9572888,13.68189184
818,Sikasso,1996,2290.374274,1843.892086,2895.034569,379.0825836,16.55111953
819,Sikasso,1997,2401.999062,2201.999572,2703.001857,201.5020218,8.38893008
820,Sikasso,1998,2187.8,1833.0,2635.0,312.3991037,14.2791436
821,Sikasso,1999,2358.209046,1995.009194,2617.988739,233.829378,9.915549189
822,Sikasso,2000,,,,,
823,Sikasso,2001,,,,,
824,Sikasso,2002,1971.2,1637.0,2383.0,332.583373,16.87212728
825,Sikasso,2003,2377.99893,2182.98636,2598.053014,185.1937716,7.787798779
826,Sikasso,2004,2135.481009,1748.453337,2425.938804,277.0614557,12.97419431
827,Sikasso,2005,2011.410585,1800.012558,2388.003695,225.2167354,11.19695486
828,Sikasso,2006,2327.6312,2154.813391,2439.060516,109.9817889,4.725052185
829,Sikasso,2007,2115.336573,1726.226576,2574.080772,329.8813783,15.5947466
830,Sikasso,2008,2026.733293,1675.367822,2345.753507,240.5574387,11.86922026
831,Sikasso,2009,2333.247353,2216.470827,2531.59472,122.8105174,5.263501844
832,Sikasso,2010,2407.554099,1977.454545,2677.351129,285.2725505,11.84906086
833,Sikasso,2011,2216.738897,1906.524064,2563.772512,234.9515162,10.59897115
834,Sikasso,2012,2454.479532,1855.523627,2948.414787,418.7480975,17.06056588
835,Sikasso,2013,2311.306574,2123.497268,2474.382986,153.4286399,6.638177802
836,Sikasso,2014,2638.154769,2495.156522,2932.729258,173.5878962,6.579898128
837,Sikasso,2015,2710.983563,2514.635258,2951.583333,165.7402481,6.113657431
838,Sikasso,2016,2760.413792,2674.439024,2957.521008,116.1253446,4.206809317
839,Sikasso,2017,2224.126204,2031.383627,2343.835616,132.1211337,5.940361361
