,year,cmdt_zone,cmdt_sector,adm3_pcode,crop_name,crop_season,production_mtha,planted_areas_ha,matyield.kg.ha
655,2001,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,
656,2002,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,1806.0
657,2003,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,2226.992275
658,2004,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,1748.453337
659,2005,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,1900.008264
660,2006,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,2154.813391
661,2007,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,1985.351425
662,2008,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,1984.97556
663,2009,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,2361.166625
664,2010,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,2571.654822
665,2011,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,2563.772512
666,2012,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,2672.255291
667,2013,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,2474.382986
668,2014,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,2641.90337
669,2015,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,2750.116279
670,2016,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,2754.921429
671,2017,Sikasso,Kadiolo,ML030201,maize,rainy_season-June_October,,,2295.166667
672,1990,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,7510.0,3558.0,2111.0
673,1991,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,12278.0,5176.0,2372.0
674,1992,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,13584.0,5722.0,2374.0
675,1993,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,16286.0,6148.0,2648.991542
676,1994,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,13543.0,7113.0,1903.978631
677,1995,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,14782.0,6725.0,2198.066914
678,1996,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,17901.0,7935.0,2255.954631
679,1997,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,20593.1,9352.0,2201.999572
680,1998,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,20914.0,9493.0,2203.0
681,1999,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,24879.0,10101.0,2463.023463
682,2000,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,
683,2001,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,
684,2002,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,1637.0
685,2003,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,2340.989971
686,2004,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,2138.309835
687,2005,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,1949.00711
688,2006,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,2296.303598
689,2007,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,1980.108286
690,2008,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,2034.199325
691,2009,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,2216.470827
692,2010,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,2262.81
693,2011,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,2155.622133
694,2012,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,1855.523627
695,2013,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,2123.497268
696,2014,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,2585.306122
697,2015,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,2604.366197
698,2016,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,2674.439024
699,2017,Sikasso,Kignan,ML030524,maize,rainy_season-June_October,,,2143.589744
700,1990,Sikasso,Klela,ML030532,maize,rainy_season-June_October,8335.0,2798.0,2979.0
701,1991,Sikasso,Klela,ML030532,maize,rainy_season-June_October,10353.0,3329.0,3110.0
702,1992,Sikasso,Klela,ML030532,maize,rainy_season-June_October,12754.0,4191.0,3043.0
703,1993,Sikasso,Klela,ML030532,maize,rainy_season-June_October,15467.0,5393.0,2867.977007
704,1994,Sikasso,Klela,ML030532,maize,rainy_season-June_October,18669.0,7006.0,2664.715958
705,1995,Sikasso,Klela,ML030532,maize,rainy_season-June_October,19186.0,6914.0,2774.949378
706,1996,Sikasso,Klela,ML030532,maize,rainy_season-June_October,25333.0,8751.0,2895.034569
707,1997,Sikasso,Klela,ML030532,maize,rainy_season-June_October,26202.9,9694.0,2703.001857
708,1998,Sikasso,Klela,ML030532,maize,rainy_season-June_October,24537.0,9312.0,2635.0
709,1999,Sikasso,Klela,ML030532,maize,rainy_season-June_October,23755.0,9808.0,2422.002447
710,2000,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,
711,2001,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,
712,2002,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2383.0
713,2003,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2598.053014
714,2004,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2367.411467
715,2005,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2020.021299
716,2006,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2439.060516
717,2007,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2574.080772
718,2008,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2093.370251
719,2009,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2295.498315
720,2010,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2548.5
721,2011,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2236.398964
722,2012,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2948.414787
723,2013,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2174.24812
724,2014,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2932.729258
725,2015,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2951.583333
726,2016,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2957.521008
727,2017,Sikasso,Klela,ML030532,maize,rainy_season-June_October,,,2343.835616
728,1990,Sikasso,Niena,ML020220,maize,rainy_season-June_October,19167.0,8519.0,2250.0
729,1991,Sikasso,Niena,ML020220,maize,rainy_season-June_October,21173.0,8765.0,2416.0
730,1992,Sikasso,Niena,ML020220,maize,rainy_season-June_October,21512.0,8882.0,2422.0
731,1993,Sikasso,Niena,ML020220,maize,rainy_season-June_October,21023.0,9992.0,2103.983187
732,1994,Sikasso,Niena,ML020220,maize,rainy_season-June_October,22872.0,10307.0,2218.966772
733,1995,Sikasso,Niena,ML020220,maize,rainy_season-June_October,22941.0,10735.0,2137.028412
734,1996,Sikasso,Niena,ML020220,maize,rainy_season-June_October,25036.0,11349.0,2206.00934
735,1997,Sikasso,Niena,ML020220,maize,rainy_season-June_October,27987.8,12384.0,2259.99677
736,1998,Sikasso,Niena,ML020220,maize,rainy_season-June_October,24420.0,12440.0,1963.0
737,1999,Sikasso,Niena,ML020220,maize,rainy_season-June_October,36733.0,14031.0,2617.988739
738,2000,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,
739,2001,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,
740,2002,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,1760.0
741,2003,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,2182.98636
742,2004,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,1997.291604
743,2005,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,1800.012558
744,2006,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,2353.716952
745,2007,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,1726.226576
746,2008,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,1675.367822
747,2009,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,2261.506276
748,2010,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,1977.454545
749,2011,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,1906.524064
750,2012,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,2248.274534
751,2013,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,2377.678153
752,2014,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,2535.678571
753,2015,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,2734.216749
754,2016,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,2739.9
755,2017,Sikasso,Niena,ML020220,maize,rainy_season-June_October,,,2306.655367
756,1990,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,13374.0,5299.0,2524.0
757,1991,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,15815.0,6069.0,2606.0
758,1992,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,16873.0,6803.0,2480.0
759,1993,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,13383.0,6790.0,1970.986745
760,1994,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,15131.0,7508.0,2015.316995
761,1995,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,19981.0,8952.0,2232.015192
762,1996,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,25247.0,11216.0,2250.980742
763,1997,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,34686.9,13897.0,2495.999137
764,1998,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,36364.0,15776.0,2305.0
765,1999,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,39988.0,17439.0,2293.021389
766,2000,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,
767,2001,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,
768,2002,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2270.0
769,2003,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2540.973029
770,2004,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2425.938804
771,2005,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2388.003695
772,2006,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2394.261545
773,2007,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2310.915807
774,2008,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2345.753507
775,2009,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2531.59472
776,2010,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2677.351129
777,2011,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2221.376812
778,2012,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2547.929422
779,2013,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2406.726343
780,2014,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2495.156522
781,2015,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2514.635258
782,2016,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2675.2875
783,2017,Sikasso,Sikasso,ML030532,maize,rainy_season-June_October,,,2031.383627
